,English,Urdu
23720,<start> Beff chop or prown karahi fish market restaurant ke spicial he <end>,<start> بیف کاپ یا پراؤن کراہی مچھلی بازار ریستوران کے اسپیشل وہ <end>
23721,"<start> We had an amaxing experience at this restaurant. Tried mutton haneeth, unfortunately they ran out of shoulder cut but they gave us ribs and it was divine and delicious in terms of quantity and quality. The owner of the restaurant was also present and he is such a nice and humble person. <end>",<start> ہمیں اس ریستوراں میں ایک شاندار تجربہ ملا۔ مٹن حنیت آزمایا، بدقسمتی سے وہ کندھے کاٹ کر بھاگ گئے لیکن انہوں نے ہمیں پسلیاں دے دیں اور یہ مقدار اور معیار کے لحاظ سے الہی اور مزیدار تھا۔ ریسٹورنٹ کا مالک بھی موجود تھا اور وہ اتنا اچھا اور عاجز انسان ہے۔ <end>
23722,<start> Fresh and organic <end>,<start> تازہ اور نامیاتی <end>
23723,<start> Fantastic fish specially grilled <end>,<start> لاجواب مچھلی خاص طور پر گرل کی گئی ہے۔ <end>
23724,<start> Best experience .... Taste was upto mark .. <end>,<start> بہترین تجربہ .... ذائقہ نشان تک تھا .. <end>
23725,<start> Best test in food markit excelent <end>,<start> فوڈ مارکٹ میں بہترین ٹیسٹ <end>
23726,<start> Fish is really fresh..... <end>,<start> مچھلی واقعی تازہ ہے..... <end>
23727,<start> Strongly recommend freh and tasty food I have ever eaten <end>,<start> سختی سے تازہ اور مزیدار کھانے کی سفارش کرتا ہوں جو میں نے کبھی کھایا ہے۔ <end>
23728,"<start> I just had Barramundi biscuits at this place which has changed the philosophy of seafood.
You might have seen big shops with fish but this is a place for big taste. <end>",<start> میں نے ابھی اس جگہ بارامونڈی بسکٹ کھائے تھے جس نے سمندری غذا کا فلسفہ بدل دیا ہے۔ آپ نے مچھلی کی بڑی بڑی دکانیں دیکھی ہوں گی لیکن یہ بڑے ذائقے کی جگہ ہے۔ <end>
23729,<start> Good test <end>,<start> اچھا امتحان <end>
23730,<start> Simply amazingly  quality and great value for money......two thumbs up!!!! <end>,<start> صرف حیرت انگیز طور پر معیار اور پیسے کے لئے عظیم قیمت...... دو انگوٹھوں!!!! <end>
23731,<start> Excellent and expectional taste kindly do visit it's really fresh and tasty <end>,<start> بہترین اور متوقع ذائقہ برائے مہربانی وزٹ کریں یہ واقعی تازہ اور مزیدار ہے۔ <end>
23732,<start> Excellent sea food. These guys know their stuff well. <end>,<start> بہترین سمندری کھانا۔ یہ لوگ اپنی چیزیں اچھی طرح جانتے ہیں۔ <end>
23733,<start> Best experience fresh fish and prawns <end>,<start> تازہ مچھلی اور جھینگے کا بہترین تجربہ <end>
23734,"<start> Masha Allah... 
10/10
All Stars
Definitely recommended... <end>",<start> ماشاء اللہ... 10/10 تمام ستارے ضرور تجویز کیے گئے... <end>
23735,<start> A must visit place for fresh and tasty seafood as well as other items. <end>,<start> تازہ اور لذیذ سمندری غذا کے ساتھ ساتھ دیگر اشیاء کے لیے ایک جگہ ضرور جانا چاہیے۔ <end>
23736,"<start> Good, and bare able... <end>",<start> اچھا، اور قابل قدر... <end>
23737,"<start> (Translated by Google) Taaza

(Original)
Taaza <end>",<start> (گوگل کے ذریعہ ترجمہ شدہ) Taaza (اصل) Taaza <end>
23738,"<start> Owner and Service staff are very courteous.Taste was Ok, however you will be charged PKR500-600 additional for live fish which is ""Not Justified"".Overall experience was good. <end>","<start> مالک اور سروس کا عملہ بہت شائستہ ہے۔ ذائقہ ٹھیک تھا، تاہم زندہ مچھلی کے لیے آپ سے PKR500-600 اضافی وصول کیے جائیں گے جو کہ ""جائز نہیں ہے۔"" مجموعی طور پر تجربہ اچھا تھا۔ <end>"
23739,<start> Awesome <end>,<start> خوفناک <end>
23740,<start> Fresh and good taste <end>,<start> تازہ اور اچھا ذائقہ <end>
23741,"<start> We orders prawns karahai and grilled heera fish.
The experience was just awesome 
Best seafood item I've ever tried <end>",<start> ہم جھینگے کرہائی اور گرلڈ ہیرا مچھلی کا آرڈر دیتے ہیں۔ تجربہ صرف بہت اچھا تھا سمندری غذا کی بہترین آئٹم جس کی میں نے کبھی کوشش کی ہے۔ <end>
23742,"<start> Pathetic, poor, time and money waste. Bad taste bad quality and fish was not fresh. <end>",<start> قابل رحم، غریب، وقت اور پیسے کا ضیاع۔ خراب ذائقہ خراب معیار اور مچھلی تازہ نہیں تھی. <end>
23743,<start> Best place <end>,<start> بہترین جگہ <end>
23744,"<start> It is a publicity stunt, the owner didn't have any fresh live fish. Instead they had been insisting people on eating normal frozen fish which is easily available anywhere else in Karachi. The ambiance is also not very good. It is a desi road side local restaurant type sitting with typical dirty chairs and tables. <end>",<start> یہ ایک پبلسٹی سٹنٹ ہے، مالک کے پاس کوئی تازہ زندہ مچھلی نہیں تھی۔ اس کے بجائے وہ لوگوں کو عام منجمد مچھلی کھانے پر زور دے رہے تھے جو کراچی میں کہیں بھی آسانی سے دستیاب ہے۔ ماحول بھی بہت اچھا نہیں ہے۔ یہ ایک دیسی روڈ سائیڈ مقامی ریستوراں کی قسم ہے جس میں عام گندی کرسیاں اور میزیں ہیں۔ <end>
23745,<start> Live all items are available here <end>,<start> لائیو تمام اشیاء یہاں دستیاب ہیں۔ <end>
23746,<start> The best fish i ever had in town <end>,<start> سب سے بہترین مچھلی جو میں نے کبھی شہر میں پائی تھی۔ <end>
23747,<start> Tasty grilled fish! <end>,<start> سوادج انکوائری مچھلی! <end>
23748,<start> Delicious fish <end>,<start> مزیدار مچھلی <end>
23749,"<start> Drove all the way to Kallu chok for that fish and prawns. Place located in a narrow lane.
We ordered Half a KG Mushka grilled half a Kg fried Dundia 250 gms fried prawns food was fresh balanced spices. Good palace to try fish
Chutny they serve with fish needs some work
Over all experience was good. <end>",<start> اس مچھلی اور جھینگوں کے لیے کالو چوک تک کا سارا راستہ چلایا۔ ایک تنگ گلی میں واقع جگہ۔ ہم نے آرڈر کیا آدھا کلو مشک گرل آدھا کلو تلی ہوئی ڈنڈیا 250 گرام تلی ہوئی جھینگے کھانے میں تازہ متوازن مصالحہ تھا۔ مچھلی کو آزمانے کے لیے اچھے محل کی چٹنی وہ مچھلی کے ساتھ پیش کرتے ہیں کچھ کام کی ضرورت ہے تمام تجربہ اچھا رہا۔ <end>
23751,<start> Excellent food <end>,<start> بہترین کھانا <end>
23752,"<start> The best fish i have ever had in Karachi was right at this place. Forget about proper seating arrangement and ambiance. If you are a true sea food lover just concentrate on the tatse and you will never be disappointed. Tried the finger fried fish, grilled fish and fish biscuits. Finger fried and grilled fish both were out class in taste and freshness. Prices are reasonable compared to the tatse and quality. Best value for money <end>",<start> کراچی میں میرے پاس اب تک کی بہترین مچھلی اس جگہ پر تھی۔ بیٹھنے کے مناسب انتظامات اور ماحول کو بھول جائیں۔ اگر آپ سچے سمندری غذا کے عاشق ہیں تو صرف تتس پر توجہ دیں اور آپ کبھی مایوس نہیں ہوں گے۔ فنگر فرائیڈ فش، گرلڈ فش اور فش بسکٹ آزمائے۔ فنگر فرائیڈ اور گرلڈ مچھلی دونوں ذائقے اور تازگی میں کلاس سے باہر تھیں۔ قیمتیں اور معیار کے مقابلے میں مناسب ہیں۔ پیسے کی بہترین قیمت <end>
23753,<start> Nice place and fish was also delicious <end>,<start> اچھی جگہ اور مچھلی بھی مزیدار تھی۔ <end>
23754,<start> Awesome. Must must try <end>,<start> خوفناک. کوشش کرنی چاہیے۔ <end>
23755,"<start> I went there today and had the skinless fish grilled with chapati and green chutney, It was delicious. They let me pick out a live fresh fish from the aquarium, marinated and cooked it on the spot. I would highly recommend anyone to come check this place out. <end>",<start> میں آج وہاں گیا اور چپاتی اور ہری چٹنی کے ساتھ بغیر چمڑے والی مچھلی کو گرل کیا، یہ مزیدار تھا۔ انہوں نے مجھے ایکویریم سے ایک زندہ تازہ مچھلی نکالنے، میرینیٹ کی اور اسے موقع پر ہی پکانے دیا۔ میں کسی کو بھی اس جگہ کو دیکھنے کے لئے آنے کی انتہائی سفارش کروں گا۔ <end>
23756,"<start> (Translated by Google) The best taste is not in Karachi.

(Original)
بہترین ذائقہ کراچی میں ایسا ذائقہ نہیں۔ <end>",<start> (گوگل کا ترجمہ) بہترین ذائقہ کراچی میں نہیں ہے۔ (اصل) بہترین ذائحہ کراچی میں ایسا ذائقہ کو <end>
23757,<start> Ma sha Allah one of the best place to eat any kind of sea food with full hygiene conditions.  And in my entire life of 42 years i never experienced the taste and quality they serve.  One should visit at least once. <end>,<start> ماشاء اللہ مکمل حفظان صحت کے حالات کے ساتھ کسی بھی قسم کا سمندری کھانا کھانے کے لیے بہترین جگہوں میں سے ایک ہے۔ اور 42 سال کی اپنی پوری زندگی میں میں نے کبھی اس ذائقہ اور معیار کا تجربہ نہیں کیا جو وہ پیش کرتے ہیں۔ کم از کم ایک بار ضرور جانا چاہیے۔ <end>
23758,"<start> Taste of grilled prawns are on peak,) No comparison from any hotel or restaurant.
Fresh fish also available in winter season. Service is very slow. Serving staff are not sufficient. Prices are oftenly high from market. <end>",<start> گرلڈ جھینگوں کا ذائقہ عروج پر ہے،) کسی ہوٹل یا ریستوراں سے کوئی موازنہ نہیں۔ سردیوں کے موسم میں تازہ مچھلی بھی دستیاب ہے۔ سروس بہت سست ہے۔ خدمت کرنے والا عملہ کافی نہیں ہے۔ قیمتیں اکثر بازار سے زیادہ ہوتی ہیں۔ <end>
23759,<start> Yummy <end>,<start> سوادج <end>
23760,<start> Best halal live fish ate ever in Karachi yummy ...cleaniness freshly made grilled fish and desi chicken karhayi .. very very tasty and friendly staff..seating arrangement is out order and limited but the food was yummy <end>,<start> کراچی میں اب تک کی سب سے بہترین حلال زندہ مچھلی کھائی گئی مزیدار... صفائی ستھرائی تازہ گرلڈ فش اور دیسی چکن کرہائی.. بہت ہی لذیذ اور دوستانہ عملہ.. بیٹھنے کا انتظام باہر اور محدود ہے لیکن کھانا مزیدار تھا <end>
23761,<start> Not less than 5 star products awsome flavor and taste hats off guys <end>,<start> کم از کم 5 اسٹار پراڈکٹس کے بہترین ذائقے اور ذائقے کی ٹوپیاں بند ہیں۔ <end>
